"CampaignId","Advertiser","Id","Brand"
20,"Toyota",89,"Corporate"
20,"Toyota",92,"FJ Cruiser"
20,"Toyota",46288,"Fortuner"
20,"Toyota",94,"GT86"
20,"Toyota",95,"Highlander"
20,"Toyota",96,"Hilux"
20,"Toyota",98,"Kluger"
20,"Toyota",99,"Land Cruiser"
20,"Toyota",100,"Matrix"
20,"Toyota",44591,"Mirai"
20,"Toyota",103,"Motorsport"
20,"Toyota",86,"Parts & Service"
20,"Toyota",102,"Prius"
20,"Toyota",89330,"Proace"
20,"Toyota",104,"Rav4"
20,"Toyota",105,"Sales Events & Promos"
20,"Toyota",106,"Sequoia"
20,"Toyota",107,"Sienna"
20,"Toyota",79872,"Supra"
20,"Toyota",109,"Tacoma"
20,"Toyota",111,"Toyota Financial Services"
20,"Toyota",44590,"TRD Pro Series"
20,"Toyota",113,"Tundra"
20,"Toyota",114,"Venza"
20,"Toyota",116,"Yaris"
2,"Amazon.com",68274,"Amazon Channels"
2,"Amazon.com",12,"Amazon Studios (all shows)"
25,"Sprint",117,"4G & 5G Networks"
25,"Sprint",72065,"All B2B Non-Wireless Solutions"
25,"Sprint",141,"All B2B Wireless Solutions"
25,"Sprint",72056,"All Data Plans"
25,"Sprint",118,"Apps"
25,"Sprint",120,"Corporate"
25,"Sprint",42954,"Direct2You"
25,"Sprint",46400,"DirecTV Promos"
25,"Sprint",86863,"Google Phone Promos"
25,"Sprint",127,"HTC Promos"
25,"Sprint",128,"iPad Promos"
25,"Sprint",129,"iPhone Promos"
25,"Sprint",34902,"Jobs"
25,"Sprint",130,"Kyocera Promos"
25,"Sprint",131,"LG Promos"
25,"Sprint",133,"MIFI Hotspot"
25,"Sprint",134,"Motorola Promos"
25,"Sprint",135,"Nexus Promos"
25,"Sprint",40056,"No-Tag"
25,"Sprint",136,"One Up"
25,"Sprint",88387,"OnePlus Promos"
25,"Sprint",46401,"Open World"
25,"Sprint",137,"Phone Promos (General)"
25,"Sprint",140,"Samsung Promos"
25,"Sprint",142,"Sprint Flash"
25,"Sprint",80400,"Sprint Merge w/ T-Mobile"
25,"Sprint",144,"Tablet Promos"
25,"Sprint",150,"ZTE Promos"
26,"Microsoft",71326,".NET Software"
26,"Microsoft",69095,"Accessories"
26,"Microsoft",80165,"Age of Empires"
26,"Microsoft",186,"Azure"
26,"Microsoft",71315,"Bell Labs"
26,"Microsoft",152,"Bing"
26,"Microsoft",71317,"BizSpark"
26,"Microsoft",38150,"Blog"
26,"Microsoft",45231,"CityNext"
26,"Microsoft",153,"Cloud Solutions"
26,"Microsoft",70230,"Cognitive Services"
26,"Microsoft",154,"Corporate"
26,"Microsoft",155,"Dynamics"
26,"Microsoft",93682,"Education"
26,"Microsoft",51053,"Empowering US"
26,"Microsoft",157,"Events"
26,"Microsoft",51698,"Groove Music"
26,"Microsoft",35788,"HoloLens"
26,"Microsoft",161,"Imagine Cup"
26,"Microsoft",162,"Internet Explorer"
26,"Microsoft",60124,"IoT"
26,"Microsoft",45222,"IT Showcase"
26,"Microsoft",164,"Jobs"
26,"Microsoft",71323,"Keystone Research"
26,"Microsoft",56871,"MCP (Microsoft Certified Professional)"
26,"Microsoft",51422,"ME Expert Program"
26,"Microsoft",171,"Microsoft 365 (Office 365)"
26,"Microsoft",77851,"Microsoft AI"
26,"Microsoft",38162,"Microsoft Band"
26,"Microsoft",50831,"Microsoft Edge"
26,"Microsoft",41509,"Microsoft News"
26,"Microsoft",66993,"Microsoft Rewards"
26,"Microsoft",166,"Microsoft Store"
26,"Microsoft",55452,"MileIQ"
26,"Microsoft",78793,"Mixer"
26,"Microsoft",167,"Modern Workplace"
26,"Microsoft",56872,"MS Project"
26,"Microsoft",38174,"MSDN"
26,"Microsoft",41515,"No-Tag"
26,"Microsoft",170,"Office 2010"
26,"Microsoft",41527,"Office 2013"
26,"Microsoft",50451,"Office 2016"
26,"Microsoft",172,"Office Mac"
26,"Microsoft",173,"OneDrive"
26,"Microsoft",71325,"Operations Management Suite"
26,"Microsoft",175,"Outlook.com"
26,"Microsoft",40986,"Partner Network"
26,"Microsoft",45237,"Pinpoint"
26,"Microsoft",45223,"Power BI"
26,"Microsoft",59456,"Research News"
26,"Microsoft",176,"Security"
26,"Microsoft",177,"SkyDrive"
26,"Microsoft",51056,"Small Business"
26,"Microsoft",51057,"SQL Server"
26,"Microsoft",71324,"StorSimple"
26,"Microsoft",179,"Surface"
26,"Microsoft",182,"TechNet"
26,"Microsoft",41508,"Virtual Academy"
26,"Microsoft",45221,"Visio"
26,"Microsoft",183,"Visual Studio"
26,"Microsoft",44439,"Windows 10"
26,"Microsoft",184,"Windows 7"
26,"Microsoft",185,"Windows 8"
26,"Microsoft",187,"Windows Embedded"
26,"Microsoft",188,"Windows Intune"
26,"Microsoft",75306,"Windows Laptops & Tablets"
26,"Microsoft",189,"Windows Live"
26,"Microsoft",190,"Windows Phone"
26,"Microsoft",38181,"Windows Server"
26,"Microsoft",191,"Windows Store (Apps)"
26,"Microsoft",192,"Xbox"
2,"Amazon.com",47450,"Amazon Fashion"
2,"Amazon.com",86014,"Amazon Furniture"
2,"Amazon.com",47455,"Cyber Monday"
2,"Amazon.com",23,"Gifts"
8,"AT&T",88034,"Xandr"
44,"Samsung",43398,"AdHub"
44,"Samsung",225,"Appliances"
44,"Samsung",60433,"Blu Ray & DVD Players"
44,"Samsung",197,"Business Solutions"
44,"Samsung",198,"Cameras"
44,"Samsung",40260,"Chromebooks (non-Galaxy)"
44,"Samsung",199,"Corporate"
44,"Samsung",57810,"Developers Conference"
44,"Samsung",202,"Galaxy (all)"
44,"Samsung",79543,"Healthcare"
44,"Samsung",83675,"HMD Odyssey"
44,"Samsung",215,"HomeSync"
44,"Samsung",43399,"Jobs"
44,"Samsung",218,"Laptops"
44,"Samsung",78868,"Lighting"
44,"Samsung",53390,"Medical Equipment"
44,"Samsung",220,"Memory & Storage"
44,"Samsung",37567,"Milk Music & Video"
44,"Samsung",221,"Monitors"
44,"Samsung",230,"Non-Galaxy Tablets"
44,"Samsung",223,"Printing"
44,"Samsung",56335,"Samsung 837"
44,"Samsung",195,"Samsung Apps"
44,"Samsung",71037,"Samsung C&T"
44,"Samsung",47218,"Samsung Pay"
44,"Samsung",59426,"Smart Remote"
44,"Samsung",51746,"SmartSwitch"
44,"Samsung",50963,"SmartThings"
44,"Samsung",231,"TVs"
44,"Samsung",232,"Vacuums"
44,"Samsung",66476,"Velocity Program"
44,"Samsung",233,"Wireless Audio"
44,"Samsung",73530,"Wireless Networking"
50,"Progressive Casualty Insurance Company",37620,"Auto Insurance"
50,"Progressive Casualty Insurance Company",277,"Boat Insurance"
50,"Progressive Casualty Insurance Company",63806,"Bundles"
50,"Progressive Casualty Insurance Company",279,"Corporate"
50,"Progressive Casualty Insurance Company",63543,"Home Insurance"
50,"Progressive Casualty Insurance Company",49922,"Jobs"
50,"Progressive Casualty Insurance Company",73786,"Local Agents"
50,"Progressive Casualty Insurance Company",280,"Motorcycle Insurance"
50,"Progressive Casualty Insurance Company",88048,"Pet Insurance"
50,"Progressive Casualty Insurance Company",283,"RV Insurance"
8,"AT&T",32390,"AT&T Aspire"
8,"AT&T",32391,"Passport"
55,"Avis Budget Group, Inc.",83447,"Apex Car Rentals"
55,"Avis Budget Group, Inc.",285,"Avis Car Rentals"
55,"Avis Budget Group, Inc.",288,"Avis Car Sales"
55,"Avis Budget Group, Inc.",286,"Budget Car Rentals"
55,"Avis Budget Group, Inc.",43200,"Budget Car Sales"
55,"Avis Budget Group, Inc.",287,"Budget Truck Rentals"
55,"Avis Budget Group, Inc.",80064,"Corporate"
55,"Avis Budget Group, Inc.",65864,"Jobs"
55,"Avis Budget Group, Inc.",74163,"No-Tag"
55,"Avis Budget Group, Inc.",290,"ZipCar"
61,"CNN",309,"No-Tag"
67,"Under Armour",96572,"Corporate"
67,"Under Armour",58358,"MapMyFITNESS"
67,"Under Armour",58360,"MyFitnessPal"
67,"Under Armour",83444,"No-Tag"
67,"Under Armour",58361,"UA Band"
71,"Pinnacle Foods Group",320,"Birds Eye (NA)"
71,"Pinnacle Foods Group",43680,"Duncan Hines"
71,"Pinnacle Foods Group",36072,"Gardein"
71,"Pinnacle Foods Group",36071,"HungryMan"
71,"Pinnacle Foods Group",36074,"Jobs"
71,"Pinnacle Foods Group",36073,"Mrs. Paul's"
71,"Pinnacle Foods Group",41857,"Swanson Meals Canada"
71,"Pinnacle Foods Group",52414,"Vlasic"
71,"Pinnacle Foods Group",321,"Wishbone"
88,"Lenovo",221729,"Lenovo Hybrid Cloud"
88,"Lenovo",219991,"Lenovo IdeaCentre"
88,"Lenovo",219987,"Lenovo IdeaPad"
88,"Lenovo",219993,"Lenovo Legion"
88,"Lenovo",223621,"Lenovo Smart Tab"
88,"Lenovo",219989,"Lenovo ThinkBook"
88,"Lenovo",221555,"Lenovo ThinkCentre"
88,"Lenovo",219988,"Lenovo ThinkPad"
88,"Lenovo",219992,"Lenovo ThinkStation"
88,"Lenovo",220820,"Lenovo YOGA"
88,"Lenovo",221713,"LenovoPro"
93,"Hewlett-Packard (HP)",221328,"HP Business"
93,"Hewlett-Packard (HP)",222094,"HP Care Pack"
93,"Hewlett-Packard (HP)",221132,"HP Docking Stations"
93,"Hewlett-Packard (HP)",221291,"HP Elite"
93,"Hewlett-Packard (HP)",221331,"HP EliteBook"
93,"Hewlett-Packard (HP)",220260,"HP ENVY"
93,"Hewlett-Packard (HP)",220681,"HP Ink & Toner"
93,"Hewlett-Packard (HP)",221285,"HP OfficeJet Pro"
93,"Hewlett-Packard (HP)",220262,"HP OMEN"
93,"Hewlett-Packard (HP)",221282,"HP PageWide"
93,"Hewlett-Packard (HP)",220785,"HP Papers"
93,"Hewlett-Packard (HP)",220261,"HP Pavilion"
93,"Hewlett-Packard (HP)",220259,"HP Spectre"
93,"Hewlett-Packard (HP)",221004,"HP Sprocket"
93,"Hewlett-Packard (HP)",221069,"HP Sprout"
93,"Hewlett-Packard (HP)",222091,"Z by HP"
98,"State Farm",395,"Auto Insurance"
98,"State Farm",72287,"Boat Insurance"
98,"State Farm",56092,"Bundles"
98,"State Farm",412,"Business Insurance"
98,"State Farm",397,"Corporate"
98,"State Farm",400,"Disaster Assistance"
98,"State Farm",396,"Financial Services"
98,"State Farm",403,"Home Insurance"
98,"State Farm",405,"Jobs"
98,"State Farm",406,"Life Insurance"
98,"State Farm",40756,"Local Agents"
98,"State Farm",407,"Motorcycle Insurance"
98,"State Farm",409,"Renters Insurance"
106,"Disney",413,"Auditions"
106,"Disney",82208,"Corporate"
106,"Disney",419,"Disney Institute"
106,"Disney",88140,"Disney Plus"
106,"Disney",57180,"Disney Retail"
106,"Disney",421,"Disney Store"
106,"Disney",422,"Disney Weddings"
106,"Disney",424,"Dreamers Academy"
106,"Disney",426,"Jobs"
126,"Target",76180,"House Brands (all)"
126,"Target",435,"Jobs"
126,"Target",93703,"Target Style"
143,"Nokia",478,"No-Tag"
147,"HSBC",479,"Business Solutions"
147,"HSBC",482,"Corporate"
147,"HSBC",483,"Credit Cards (all)"
147,"HSBC",484,"FirstDirect"
147,"HSBC",73773,"General Banking"
147,"HSBC",73774,"Investments"
147,"HSBC",58866,"Jobs"
147,"HSBC",58860,"Lending"
20,"Toyota",216848,"Global Sponsorship"
20,"Toyota",74416,"Jobs"
26,"Microsoft",34920,"Lumia"
26,"Microsoft",84695,"Microsoft Teams"
26,"Microsoft",222955,"Microsoft Viva"
180,"Google",62480,".soy"
180,"Google",44980,"AdMob"
180,"Google",48397,"Adometry"
180,"Google",494,"AdSense"
180,"Google",495,"AdWords"
180,"Google",496,"Analytics"
180,"Google",502,"Apps for Business"
180,"Google",83896,"Be Internet Awesome"
180,"Google",89228,"Calljoy"
180,"Google",505,"Chrome"
180,"Google",96397,"Chrome OS"
180,"Google",83764,"Code Jam"
180,"Google",82674,"Comparison Shopping Partner Portal"
180,"Google",59849,"Contributor"
180,"Google",509,"Corporate"
180,"Google",510,"Cultural Institute"
180,"Google",83761,"Data Studio"
180,"Google",50012,"Digital Garage/Digital Workshop"
180,"Google",91296,"DiscussionBar"
180,"Google",84200,"Doctor Fork"
180,"Google",512,"Doodles"
180,"Google",513,"Doubleclick"
180,"Google",515,"Engage"
180,"Google",84246,"Family Link"
180,"Google",80310,"Files Go"
180,"Google",83768,"Firebase"
180,"Google",213055,"Flutter"
180,"Google",66840,"G Suite"
180,"Google",516,"Get Your Business Online"
180,"Google",517,"Gmail"
180,"Google",518,"GoMo Initiative"
180,"Google",81461,"Google Ads"
180,"Google",69998,"Google Allo"
180,"Google",501,"Google App for Search"
180,"Google",82153,"Google Arts and Culture"
180,"Google",66519,"Google Cast"
180,"Google",97868,"Google Civics"
180,"Google",73299,"Google Classroom"
180,"Google",508,"Google Cloud"
180,"Google",40836,"Google Compare"
180,"Google",70617,"Google Developers"
180,"Google",61164,"Google Devices for Business"
180,"Google",40817,"Google Domains"
180,"Google",519,"Google Drive"
180,"Google",66517,"Google Duo"
180,"Google",520,"Google Earth & Maps"
180,"Google",50011,"Google Express"
180,"Google",75196,"Google Fi (formerly Project Fi)"
180,"Google",521,"Google Fiber"
180,"Google",58412,"Google Flights"
180,"Google",83888,"Google for Education"
180,"Google",83629,"Google for Retail"
180,"Google",90696,"Google for Small Business"
180,"Google",522,"Google Glass"
180,"Google",79027,"Google Hire"
180,"Google",90925,"Google Meet"
180,"Google",54302,"Google My Business"
180,"Google",83690,"Google News & Google Newstand"
180,"Google",523,"Google Offers"
180,"Google",84023,"Google One"
180,"Google",83763,"Google Opinion Rewards"
180,"Google",50318,"Google Pay (frmly Android Pay)"
180,"Google",50355,"Google Photos"
180,"Google",524,"Google Play"
180,"Google",525,"Google Plus"
180,"Google",83687,"Google Safety Centre"
180,"Google",81119,"Google Shopping"
180,"Google",38369,"Google Store"
180,"Google",41546,"Google Tips"
180,"Google",49143,"Google Translate"
180,"Google",214484,"Google TV"
180,"Google",53808,"Google UK"
180,"Google",527,"Google Wallet"
180,"Google",222237,"Google Workspace"
180,"Google",81462,"Grow with Google"
180,"Google",79583,"Hashcode"
180,"Google",40826,"Helpouts"
180,"Google",224168,"Jacquard"
180,"Google",76299,"Jigsaw"
180,"Google",529,"Jobs"
180,"Google",89309,"Local Services by Google"
180,"Google",51549,"Made with Code"
180,"Google",79533,"MarketFinder"
180,"Google",530,"Meebo"
180,"Google",70879,"Nat and Lo"
180,"Google",536,"No-Tag"
180,"Google",47270,"One Today"
180,"Google",51550,"OnHub"
180,"Google",537,"Partners"
180,"Google",538,"Policies"
180,"Google",539,"Politics"
180,"Google",63013,"Privacy"
180,"Google",68821,"Project Shield"
180,"Google",50013,"Project Sunroof"
180,"Google",40834,"SantaTracker"
180,"Google",540,"Science Fair"
180,"Google",541,"Search"
180,"Google",80309,"SmallThanks"
180,"Google",83762,"Startup with Google"
180,"Google",90697,"Stride"
180,"Google",90573,"Teach from Home"
180,"Google",69592,"Test My Site"
180,"Google",40825,"Think with Google"
180,"Google",80612,"Umbrella Movie"
180,"Google",84639,"Unskippable Labs"
180,"Google",544,"User Surveys"
180,"Google",54301,"YouTube (all)"
180,"Google",545,"Zeitgeist"
186,"Bank of America",33743,"Better Money Habits"
186,"Bank of America",550,"Business Solutions"
186,"Bank of America",552,"Corporate"
186,"Bank of America",49849,"Credit Cards (all)"
186,"Bank of America",74238,"General Banking (All)"
186,"Bank of America",553,"Jobs"
186,"Bank of America",75261,"Lending"
186,"Bank of America",555,"Merrill Edge"
186,"Bank of America",556,"Merrill Lynch Wealth Management"
186,"Bank of America",36087,"Preferred Rewards"
186,"Bank of America",562,"U.S. Trust"
189,"Shutterfly, Inc.",564,"BorrowLenses"
189,"Shutterfly, Inc.",76181,"Corporate"
189,"Shutterfly, Inc.",75250,"Groovebook"
189,"Shutterfly, Inc.",85210,"Lifetouch"
189,"Shutterfly, Inc.",565,"MyPublisher"
189,"Shutterfly, Inc.",566,"Shutterfly"
189,"Shutterfly, Inc.",36169,"ThisLife"
189,"Shutterfly, Inc.",567,"Tiny Prints"
189,"Shutterfly, Inc.",568,"Treat.com"
189,"Shutterfly, Inc.",570,"Wedding Paper Divas"
26,"Microsoft",168,"Nokia"
26,"Microsoft",70613,"Battlefield"
26,"Microsoft",74443,"CrackDown 3"
26,"Microsoft",69155,"Dead Rising 4"
26,"Microsoft",36586,"Evolve"
26,"Microsoft",158,"Forza"
26,"Microsoft",159,"Gears of War"
26,"Microsoft",160,"Halo"
26,"Microsoft",165,"Kinect"
26,"Microsoft",55935,"Quantum Break"
26,"Microsoft",70612,"Rare Replay"
26,"Microsoft",79902,"Sea of Thieves"
26,"Microsoft",80438,"State of Decay 2"
26,"Microsoft",178,"Sunset Overdrive"
26,"Microsoft",90967,"Xbox Game Pass"
44,"Samsung",95761,"Appstack"
44,"Samsung",217,"Knox"
44,"Samsung",226,"Semiconductors"
200,"Crate & Barrel",58720,"CB2"
200,"Crate & Barrel",72508,"Crate & Barrel"
200,"Crate & Barrel",82203,"Crate & Kids"
44,"Samsung",75700,"Bixby"
44,"Samsung",89442,"Galaxy Chromebook"
44,"Samsung",205,"Galaxy Gear (all)"
44,"Samsung",89064,"Galaxy Phones (all)"
44,"Samsung",89065,"Galaxy Tablets (all)"
44,"Samsung",43401,"Galaxy Win2"
44,"Samsung",74424,"Mobile Accessories"
44,"Samsung",58296,"My Galaxy"
44,"Samsung",64354,"Prepaid Phones"
44,"Samsung",81943,"Galaxy Watch"
44,"Samsung",55959,"Gear 360"
44,"Samsung",61897,"Gear Fit2"
44,"Samsung",63696,"Gear IconX"
44,"Samsung",51037,"Gear S2"
44,"Samsung",68073,"Gear S3"
44,"Samsung",78065,"Gear Sport"
44,"Samsung",50951,"Gear VR"
221,"HTC Corporation (Devices)",82237,"Corporate"
221,"HTC Corporation (Devices)",65924,"HTC 10"
221,"HTC Corporation (Devices)",220166,"HTC 5G Hub"
221,"HTC Corporation (Devices)",65926,"HTC Desire"
221,"HTC Corporation (Devices)",65923,"HTC One"
221,"HTC Corporation (Devices)",82236,"HTC U"
221,"HTC Corporation (Devices)",65927,"HTC Vive"
221,"HTC Corporation (Devices)",65938,"Retired Products"
221,"HTC Corporation (Devices)",65928,"The One Concerts"
221,"HTC Corporation (Devices)",84316,"Viveport"
44,"Samsung",91763,"Samsung NEXT"
259,"Starbucks",611,"Coffee Drinks (In Store)"
259,"Starbucks",74427,"Cold Brew (Retail)"
259,"Starbucks",613,"Corporate"
259,"Starbucks",40626,"Crafted for Home"
259,"Starbucks",88152,"Creamer"
259,"Starbucks",615,"Double Shot (Retail)"
259,"Starbucks",75075,"Espresso Capsules"
259,"Starbucks",617,"Evolution (Retail)"
259,"Starbucks",618,"Fizzio"
259,"Starbucks",619,"Food Offerings"
259,"Starbucks",620,"Frappucino (Retail)"
259,"Starbucks",621,"Gift Cards"
259,"Starbucks",624,"Iced Coffee (Retail)"
259,"Starbucks",74164,"Jobs"
259,"Starbucks",626,"K-Cups"
259,"Starbucks",628,"My Starbucks Rewards"
259,"Starbucks",82134,"No-Tag"
259,"Starbucks",630,"Refreshers (Retail)"
259,"Starbucks",632,"Seattle's Best Coffee"
259,"Starbucks",636,"Teavana"
259,"Starbucks",87531,"Tripleshot (Retail)"
259,"Starbucks",638,"Verismo"
259,"Starbucks",639,"Via"
268,"Michelin",640,"BFGoodrich"
268,"Michelin",96245,"Corporate"
268,"Michelin",75940,"Michelin"
268,"Michelin",84669,"Uniroyal Tire"
278,"Nike",642,"Air"
278,"Nike",645,"Corporate"
278,"Nike",646,"Eyewear"
278,"Nike",651,"Fuelband"
278,"Nike",46267,"Hurley"
278,"Nike",654,"Jobs"
278,"Nike",80597,"Lifestyle"
278,"Nike",80552,"Nike Baseball"
278,"Nike",80549,"Nike Basketball"
278,"Nike",649,"Nike Football (US)"
278,"Nike",658,"Nike Free"
278,"Nike",652,"Nike Golf"
278,"Nike",656,"Nike Kids"
278,"Nike",80551,"Nike Running"
278,"Nike",39541,"Nike Skateboarding"
278,"Nike",663,"Nike Soccer"
278,"Nike",46268,"Nike Tennis"
278,"Nike",664,"Nike Training & Sportswear"
278,"Nike",668,"Nike Womens"
278,"Nike",89594,"Nike Yoga"
278,"Nike",76775,"Nike+ Run Club"
278,"Nike",659,"NikeiD"
